Parameter,Results,Units,LOQ,Matrix,CAS.No,Dilution,Lab,Street,Client_ID,Collection_date,Analysis_date,Project_ID
"1,2,4-Trimethylbenzene",ND,ug/m3,3.9,Air,95-63-6,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
"1,3,5-Trimethylbenzene",ND,ug/m3,3.9,Air,108-67-8,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
"2,2,4-Trimethylpentane",2.6,ug/m3,3.7,Air,540-84-1,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
Tertiary Butyl Alcohol,ND,ug/m3,2.4,Air,75-65-0,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
Tetrachloroethylene,1.7,ug/m3,1.1,Air,127-18-4,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
Tetrahydrofuran,ND,ug/m3,2.4,Air,109-99-9,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
Toluene,3.1,ug/m3,3,Air,108-88-3,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
Trichloroethylene,ND,ug/m3,0.86,Air,65386,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
Trichlorofluoromethane,ND,ug/m3,4.5,Air,75-69-4,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
Vinyl chloride,ND,ug/m3,2,Air,63923,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
Vinyl Acetate,ND,ug/m3,2.8,Air,108-05-4,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
o-Xylene,ND,ug/m3,3.5,Air,95-47-6,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
Xylenes (total),ND,ug/m3,3.5,Air,1330-20-7,"NA",sgs,233 Nevins Street,SV-3,05/30/2017,06/21/2017,19CVCP007K
Acetone,78.2,ug/m3,48,Air,67-64-1,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
"1,3-Butadiene",ND,ug/m3,44,Air,106-99-0,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
Benzene,ND,ug/m3,64,Air,71-43-2,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
Bromodichloromethane,ND,ug/m3,130,Air,75-27-4,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
Bromoform,ND,ug/m3,210,Air,75-25-2,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
Bromomethane,ND,ug/m3,78,Air,74-83-9,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
Bromoethene,ND,ug/m3,87,Air,593-60-2,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
Benzyl Chloride,ND,ug/m3,100,Air,100-44-7,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
Carbon disulfide,ND,ug/m3,62,Air,75-15-0,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
Chlorobenzene,ND,ug/m3,92,Air,108-90-7,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
Chloroethane,ND,ug/m3,53,Air,75-00-3,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
Chloroform,ND,ug/m3,98,Air,67-66-3,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
Chloromethane,ND,ug/m3,41,Air,74-87-3,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
3-Chloropropene,ND,ug/m3,63,Air,107-05-1,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
2-Chlorotoluene,ND,ug/m3,100,Air,95-49-8,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
Carbon tetrachloride,ND,ug/m3,130,Air,56-23-5,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
Cyclohexane,413,ug/m3,69,Air,110-82-7,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
"1,1-Dichloroethane",ND,ug/m3,81,Air,75-34-3,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
"1,1-Dichloroethylene",ND,ug/m3,79,Air,75-35-4,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
"1,2-Dibromoethane",ND,ug/m3,150,Air,106-93-4,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
"1,2-Dichloroethane",ND,ug/m3,81,Air,107-06-2,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
"1,2-Dichloropropane",ND,ug/m3,92,Air,78-87-5,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
"1,4-Dioxane",ND,ug/m3,72,Air,123-91-1,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
Dichlorodifluoromethane,ND,ug/m3,99,Air,75-71-8,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
Dibromochloromethane,ND,ug/m3,170,Air,124-48-1,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
"trans-1,2-Dichloroethylene",ND,ug/m3,79,Air,156-60-5,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
"cis-1,2-Dichloroethylene",ND,ug/m3,79,Air,156-59-2,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
"cis-1,3-Dichloropropene",ND,ug/m3,91,Air,10061-01-5,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
m-Dichlorobenzene,ND,ug/m3,120,Air,541-73-1,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
o-Dichlorobenzene,ND,ug/m3,120,Air,95-50-1,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
p-Dichlorobenzene,ND,ug/m3,120,Air,106-46-7,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
"trans-1,3-Dichloropropene",ND,ug/m3,91,Air,10061-02-6,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
Ethanol,ND,ug/m3,94,Air,64-17-5,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
Ethylbenzene,ND,ug/m3,87,Air,100-41-4,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
Ethyl Acetate,73.400000000000006,ug/m3,72,Air,141-78-6,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
4-Ethyltoluene,ND,ug/m3,98,Air,622-96-8,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
Freon 113,ND,ug/m3,150,Air,76-13-1,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
Freon 114,ND,ug/m3,140,Air,76-14-2,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
Heptane,ND,ug/m3,82,Air,142-82-5,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
Hexachlorobutadiene,ND,ug/m3,210,Air,87-68-3,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
Hexane,71.5,ug/m3,70,Air,110-54-3,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
2-Hexanone,ND,ug/m3,82,Air,591-78-6,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
Isopropyl Alcohol,ND,ug/m3,49,Air,67-63-0,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
Methylene chloride,ND,ug/m3,69,Air,64164,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
Methyl ethyl ketone,ND,ug/m3,59,Air,78-93-3,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
Methyl Isobutyl Ketone,ND,ug/m3,82,Air,108-10-1,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
Methyl Tert Butyl Ether,36.1,ug/m3,72,Air,1634-04-4,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
Methylmethacrylate,ND,ug/m3,82,Air,80-62-6,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
Propylene,ND,ug/m3,86,Air,115-07-1,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
Styrene,ND,ug/m3,85,Air,100-42-5,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
"1,1,1-Trichloroethane",ND,ug/m3,110,Air,71-55-6,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
"1,1,2,2-Tetrachloroethane",ND,ug/m3,140,Air,79-34-5,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
"1,1,2-Trichloroethane",ND,ug/m3,110,Air,79-00-5,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
"1,2,4-Trichlorobenzene",ND,ug/m3,150,Air,120-82-1,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
"1,2,4-Trimethylbenzene",94.4,ug/m3,98,Air,95-63-6,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
"1,3,5-Trimethylbenzene",ND,ug/m3,98,Air,108-67-8,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
"2,2,4-Trimethylpentane",785,ug/m3,93,Air,540-84-1,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
Tertiary Butyl Alcohol,ND,ug/m3,61,Air,75-65-0,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
Tetrachloroethylene,ND,ug/m3,27,Air,127-18-4,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
Tetrahydrofuran,ND,ug/m3,59,Air,109-99-9,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
Toluene,ND,ug/m3,75,Air,108-88-3,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
Trichloroethylene,ND,ug/m3,21,Air,65386,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
Trichlorofluoromethane,ND,ug/m3,110,Air,75-69-4,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
Vinyl chloride,ND,ug/m3,51,Air,63923,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
Vinyl Acetate,ND,ug/m3,70,Air,108-05-4,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
"m,p-Xylene",ND,ug/m3,87,Air,"12
108-38-3/106-42-3","NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
o-Xylene,ND,ug/m3,87,Air,95-47-6,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
Xylenes (total),ND,ug/m3,87,Air,1330-20-7,"NA",sgs,233 Nevins Street,SV-3,06/25/2017,07/07/2017,19CVCP007K
Acetone,268,ug/m3,19,Air,67-64-1,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
"1,3-Butadiene",ND,ug/m3,18,Air,106-99-0,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
Benzene,17,ug/m3,26,Air,71-43-2,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
Bromodichloromethane,ND,ug/m3,54,Air,75-27-4,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
Bromoform,ND,ug/m3,83,Air,75-25-2,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
Bromomethane,ND,ug/m3,31,Air,74-83-9,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
Bromoethene,ND,ug/m3,35,Air,593-60-2,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
Benzyl Chloride,ND,ug/m3,41,Air,100-44-7,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
Carbon disulfide,56.1,ug/m3,25,Air,75-15-0,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
Chlorobenzene,ND,ug/m3,37,Air,108-90-7,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
Chloroethane,ND,ug/m3,21,Air,75-00-3,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
Chloroform,ND,ug/m3,39,Air,67-66-3,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
Chloromethane,ND,ug/m3,17,Air,74-87-3,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
3-Chloropropene,ND,ug/m3,25,Air,107-05-1,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
2-Chlorotoluene,ND,ug/m3,41,Air,95-49-8,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
Carbon tetrachloride,ND,ug/m3,50,Air,56-23-5,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
Cyclohexane,9430 a,ug/m3,55,Air,110-82-7,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
"1,1-Dichloroethane",ND,ug/m3,32,Air,75-34-3,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
"1,1-Dichloroethylene",ND,ug/m3,32,Air,75-35-4,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
"1,2-Dibromoethane",ND,ug/m3,61,Air,106-93-4,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
"1,2-Dichloroethane",ND,ug/m3,32,Air,107-06-2,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
"1,2-Dichloropropane",ND,ug/m3,37,Air,78-87-5,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
"1,4-Dioxane",ND,ug/m3,29,Air,123-91-1,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
Dichlorodifluoromethane,ND,ug/m3,40,Air,75-71-8,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
Dibromochloromethane,ND,ug/m3,68,Air,124-48-1,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
"trans-1,2-Dichloroethylene",ND,ug/m3,32,Air,156-60-5,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
"cis-1,2-Dichloroethylene",ND,ug/m3,32,Air,156-59-2,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
"cis-1,3-Dichloropropene",ND,ug/m3,36,Air,10061-01-5,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
m-Dichlorobenzene,ND,ug/m3,48,Air,541-73-1,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
o-Dichlorobenzene,ND,ug/m3,48,Air,95-50-1,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
p-Dichlorobenzene,ND,ug/m3,48,Air,106-46-7,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
"trans-1,3-Dichloropropene",ND,ug/m3,36,Air,10061-02-6,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
Ethanol,ND,ug/m3,38,Air,64-17-5,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
Ethylbenzene,ND,ug/m3,35,Air,100-41-4,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
Ethyl Acetate,ND,ug/m3,29,Air,141-78-6,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
4-Ethyltoluene,38,ug/m3,39,Air,622-96-8,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
Freon 113,ND,ug/m3,61,Air,76-13-1,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
Freon 114,ND,ug/m3,56,Air,76-14-2,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
Heptane,134,ug/m3,33,Air,142-82-5,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
Hexachlorobutadiene,ND,ug/m3,85,Air,87-68-3,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
Hexane,180,ug/m3,28,Air,110-54-3,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
2-Hexanone,ND,ug/m3,33,Air,591-78-6,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
Isopropyl Alcohol,ND,ug/m3,20,Air,67-63-0,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
Methylene chloride,ND,ug/m3,28,Air,64164,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
Methyl ethyl ketone,ND,ug/m3,24,Air,78-93-3,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
Methyl Isobutyl Ketone,ND,ug/m3,33,Air,108-10-1,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
Methyl Tert Butyl Ether,667,ug/m3,29,Air,1634-04-4,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
Methylmethacrylate,ND,ug/m3,33,Air,80-62-6,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
Propylene,ND,ug/m3,34,Air,115-07-1,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
Styrene,ND,ug/m3,34,Air,100-42-5,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
"1,1,1-Trichloroethane",ND,ug/m3,44,Air,71-55-6,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
"1,1,2,2-Tetrachloroethane",ND,ug/m3,55,Air,79-34-5,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
"1,1,2-Trichloroethane",ND,ug/m3,44,Air,79-00-5,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
"1,2,4-Trichlorobenzene",ND,ug/m3,59,Air,120-82-1,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
"1,2,4-Trimethylbenzene",109,ug/m3,39,Air,95-63-6,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
"1,3,5-Trimethylbenzene",23,ug/m3,39,Air,108-67-8,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
"2,2,4-Trimethylpentane",14500 a,ug/m3,75,Air,540-84-1,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
Tertiary Butyl Alcohol,41.2,ug/m3,24,Air,75-65-0,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
Tetrachloroethylene,ND,ug/m3,11,Air,127-18-4,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
Tetrahydrofuran,ND,ug/m3,24,Air,109-99-9,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
Toluene,57.3,ug/m3,30,Air,108-88-3,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
Trichloroethylene,ND,ug/m3,8.6,Air,65386,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
Trichlorofluoromethane,ND,ug/m3,45,Air,75-69-4,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
Vinyl chloride,ND,ug/m3,20,Air,63923,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
Vinyl Acetate,ND,ug/m3,28,Air,108-05-4,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
"m,p-Xylene",ND,ug/m3,35,Air,"12
108-38-3/106-42-3","NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
o-Xylene,83.4,ug/m3,35,Air,95-47-6,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
Xylenes (total),83.4,ug/m3,35,Air,1330-20-7,"NA",sgs,233 Nevins Street,SV-5,06/25/2017,07/07/2017,19CVCP007K
Acetone,1390,ug/m3,19,Air,67-64-1,"NA",sgs,233 Nevins Street,SV-6,06/25/2017,07/07/2017,19CVCP007K
"1,3-Butadiene",ND,ug/m3,18,Air,106-99-0,"NA",sgs,233 Nevins Street,SV-6,06/25/2017,07/07/2017,19CVCP007K
Benzene,ND,ug/m3,26,Air,71-43-2,"NA",sgs,233 Nevins Street,SV-6,06/25/2017,07/07/2017,19CVCP007K
Bromodichloromethane,ND,ug/m3,54,Air,75-27-4,"NA",sgs,233 Nevins Street,SV-6,06/25/2017,07/07/2017,19CVCP007K
Bromoform,ND,ug/m3,83,Air,75-25-2,"NA",sgs,233 Nevins Street,SV-6,06/25/2017,07/07/2017,19CVCP007K
Bromomethane,ND,ug/m3,31,Air,74-83-9,"NA",sgs,233 Nevins Street,SV-6,06/25/2017,07/07/2017,19CVCP007K
Bromoethene,ND,ug/m3,35,Air,593-60-2,"NA",sgs,233 Nevins Street,SV-6,06/25/2017,07/07/2017,19CVCP007K
Benzyl Chloride,ND,ug/m3,41,Air,100-44-7,"NA",sgs,233 Nevins Street,SV-6,06/25/2017,07/07/2017,19CVCP007K
Carbon disulfide,ND,ug/m3,25,Air,75-15-0,"NA",sgs,233 Nevins Street,SV-6,06/25/2017,07/07/2017,19CVCP007K
Chlorobenzene,ND,ug/m3,37,Air,108-90-7,"NA",sgs,233 Nevins Street,SV-6,06/25/2017,07/07/2017,19CVCP007K
Chloroethane,ND,ug/m3,21,Air,75-00-3,"NA",sgs,233 Nevins Street,SV-6,06/25/2017,07/07/2017,19CVCP007K
Chloroform,ND,ug/m3,39,Air,67-66-3,"NA",sgs,233 Nevins Street,SV-6,06/25/2017,07/07/2017,19CVCP007K
Chloromethane,ND,ug/m3,17,Air,74-87-3,"NA",sgs,233 Nevins Street,SV-6,06/25/2017,07/07/2017,19CVCP007K
3-Chloropropene,ND,ug/m3,25,Air,107-05-1,"NA",sgs,233 Nevins Street,SV-6,06/25/2017,07/07/2017,19CVCP007K
2-Chlorotoluene,ND,ug/m3,41,Air,95-49-8,"NA",sgs,233 Nevins Street,SV-6,06/25/2017,07/07/2017,19CVCP007K
Carbon tetrachloride,ND,ug/m3,50,Air,56-23-5,"NA",sgs,233 Nevins Street,SV-6,06/25/2017,07/07/2017,19CVCP007K
Cyclohexane,19,ug/m3,28,Air,110-82-7,"NA",sgs,233 Nevins Street,SV-6,06/25/2017,07/07/2017,19CVCP007K
"1,1-Dichloroethane",ND,ug/m3,32,Air,75-34-3,"NA",sgs,233 Nevins Street,SV-6,06/25/2017,07/07/2017,19CVCP007K
"1,1-Dichloroethylene",ND,ug/m3,32,Air,75-35-4,"NA",sgs,233 Nevins Street,SV-6,06/25/2017,07/07/2017,19CVCP007K
"1,2-Dibromoethane",ND,ug/m3,61,Air,106-93-4,"NA",sgs,233 Nevins Street,SV-6,06/25/2017,07/07/2017,19CVCP007K
"1,2-Dichloroethane",ND,ug/m3,32,Air,107-06-2,"NA",sgs,233 Nevins Street,SV-6,06/25/2017,07/07/2017,19CVCP007K
"1,2-Dichloropropane",ND,ug/m3,37,Air,78-87-5,"NA",sgs,233 Nevins Street,SV-6,06/25/2017,07/07/2017,19CVCP007K
"1,4-Dioxane",ND,ug/m3,29,Air,123-91-1,"NA",sgs,233 Nevins Street,SV-6,06/25/2017,07/07/2017,19CVCP007K
Dichlorodifluoromethane,ND,ug/m3,40,Air,75-71-8,"NA",sgs,233 Nevins Street,SV-6,06/25/2017,07/07/2017,19CVCP007K
Dibromochloromethane,ND,ug/m3,68,Air,124-48-1,"NA",sgs,233 Nevins Street,SV-6,06/25/2017,07/07/2017,19CVCP007K
"trans-1,2-Dichloroethylene",ND,ug/m3,32,Air,156-60-5,"NA",sgs,233 Nevins Street,SV-6,06/25/2017,07/07/2017,19CVCP007K
"cis-1,2-Dichloroethylene",ND,ug/m3,32,Air,156-59-2,"NA",sgs,233 Nevins Street,SV-6,06/25/2017,07/07/2017,19CVCP007K
"cis-1,3-Dichloropropene",ND,ug/m3,36,Air,10061-01-5,"NA",sgs,233 Nevins Street,SV-6,06/25/2017,07/07/2017,19CVCP007K
m-Dichlorobenzene,ND,ug/m3,48,Air,541-73-1,"NA",sgs,233 Nevins Street,SV-6,06/25/2017,07/07/2017,19CVCP007K
o-Dichlorobenzene,ND,ug/m3,48,Air,95-50-1,"NA",sgs,233 Nevins Street,SV-6,06/25/2017,07/07/2017,19CVCP007K
p-Dichlorobenzene,ND,ug/m3,48,Air,106-46-7,"NA",sgs,233 Nevins Street,SV-6,06/25/2017,07/07/2017,19CVCP007K
"trans-1,3-Dichloropropene",ND,ug/m3,36,Air,10061-02-6,"NA",sgs,233 Nevins Street,SV-6,06/25/2017,07/07/2017,19CVCP007K
Ethanol,347,ug/m3,38,Air,64-17-5,"NA",sgs,233 Nevins Street,SV-6,06/25/2017,07/07/2017,19CVCP007K
Ethylbenzene,32,ug/m3,35,Air,100-41-4,"NA",sgs,233 Nevins Street,SV-6,06/25/2017,07/07/2017,19CVCP007K
Ethyl Acetate,30,ug/m3,29,Air,141-78-6,"NA",sgs,233 Nevins Street,SV-6,06/25/2017,07/07/2017,19CVCP007K
4-Ethyltoluene,ND,ug/m3,39,Air,622-96-8,"NA",sgs,233 Nevins Street,SV-6,06/25/2017,07/07/2017,19CVCP007K
Freon 113,ND,ug/m3,61,Air,76-13-1,"NA",sgs,233 Nevins Street,SV-6,06/25/2017,07/07/2017,19CVCP007K
