Parameter,Results,Units,LOQ,Matrix,CAS.No,Dilution,Lab,Street,Client_ID,Collection_date,Analysis_date,Project_ID
Methylene Chloride,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2_3,"NA","NA",12CBCP025K
MTBE,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1,"NA","NA",12CBCP025K
MTBE,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2,"NA","NA",12CBCP025K
MTBE,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1_2,"NA","NA",12CBCP025K
MTBE,8,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2_2,"NA","NA",12CBCP025K
MTBE,2,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1_3,"NA","NA",12CBCP025K
MTBE,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2_3,"NA","NA",12CBCP025K
n-Heptane,23,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1,"NA","NA",12CBCP025K
n-Heptane,28,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2,"NA","NA",12CBCP025K
n-Heptane,21,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1_2,"NA","NA",12CBCP025K
n-Heptane,510,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2_2,"NA","NA",12CBCP025K
n-Heptane,33,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1_3,"NA","NA",12CBCP025K
n-Heptane,24,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2_3,"NA","NA",12CBCP025K
n-Hexane,225,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1,"NA","NA",12CBCP025K
n-Hexane,43,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2,"NA","NA",12CBCP025K
n-Hexane,23,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1_2,"NA","NA",12CBCP025K
n-Hexane,590,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2_2,"NA","NA",12CBCP025K
n-Hexane,65,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1_3,"NA","NA",12CBCP025K
n-Hexane,34,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2_3,"NA","NA",12CBCP025K
Xylene (o),11,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1,"NA","NA",12CBCP025K
Xylene (o),13,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2,"NA","NA",12CBCP025K
Xylene (o),15,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1_2,"NA","NA",12CBCP025K
Xylene (o),ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2_2,"NA","NA",12CBCP025K
Xylene (o),12,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1_3,"NA","NA",12CBCP025K
Xylene (o),15,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2_3,"NA","NA",12CBCP025K
Xylene (m&p),31,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1,"NA","NA",12CBCP025K
Xylene (m&p),38,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2,"NA","NA",12CBCP025K
Xylene (m&p),38,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1_2,"NA","NA",12CBCP025K
Xylene (m&p),24,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2_2,"NA","NA",12CBCP025K
Xylene (m&p),26,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1_3,"NA","NA",12CBCP025K
Xylene (m&p),43,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2_3,"NA","NA",12CBCP025K
p-Ethyltoluene,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1,"NA","NA",12CBCP025K
p-Ethyltoluene,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2,"NA","NA",12CBCP025K
p-Ethyltoluene,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1_2,"NA","NA",12CBCP025K
p-Ethyltoluene,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2_2,"NA","NA",12CBCP025K
p-Ethyltoluene,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1_3,"NA","NA",12CBCP025K
p-Ethyltoluene,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2_3,"NA","NA",12CBCP025K
Propylene,89,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1,"NA","NA",12CBCP025K
Propylene,260,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2,"NA","NA",12CBCP025K
Propylene,100,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1_2,"NA","NA",12CBCP025K
Propylene,170,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2_2,"NA","NA",12CBCP025K
Propylene,120,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1_3,"NA","NA",12CBCP025K
Propylene,170,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2_3,"NA","NA",12CBCP025K
Styrene,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1,"NA","NA",12CBCP025K
Styrene,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2,"NA","NA",12CBCP025K
Styrene,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1_2,"NA","NA",12CBCP025K
Styrene,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2_2,"NA","NA",12CBCP025K
Styrene,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1_3,"NA","NA",12CBCP025K
Styrene,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2_3,"NA","NA",12CBCP025K
Tetrachloroethylene,87,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1,"NA","NA",12CBCP025K
Tetrachloroethylene,30,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2,"NA","NA",12CBCP025K
Tetrachloroethylene,75,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1_2,"NA","NA",12CBCP025K
Tetrachloroethylene,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2_2,"NA","NA",12CBCP025K
Tetrachloroethylene,100,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1_3,"NA","NA",12CBCP025K
Tetrachloroethylene,44,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2_3,"NA","NA",12CBCP025K
Tetrahydrofuran,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1,"NA","NA",12CBCP025K
Tetrahydrofuran,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2,"NA","NA",12CBCP025K
Tetrahydrofuran,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1_2,"NA","NA",12CBCP025K
Tetrahydrofuran,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2_2,"NA","NA",12CBCP025K
Tetrahydrofuran,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1_3,"NA","NA",12CBCP025K
Tetrahydrofuran,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2_3,"NA","NA",12CBCP025K
Toluene,36,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1,"NA","NA",12CBCP025K
Toluene,48,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2,"NA","NA",12CBCP025K
Toluene,64,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1_2,"NA","NA",12CBCP025K
Toluene,36,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2_2,"NA","NA",12CBCP025K
Toluene,76,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1_3,"NA","NA",12CBCP025K
Toluene,84,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2_3,"NA","NA",12CBCP025K
"trans-1,2-Dichloroethene",ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1,"NA","NA",12CBCP025K
"trans-1,2-Dichloroethene",ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2,"NA","NA",12CBCP025K
"trans-1,2-Dichloroethene",ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1_2,"NA","NA",12CBCP025K
"trans-1,2-Dichloroethene",ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2_2,"NA","NA",12CBCP025K
"trans-1,2-Dichloroethene",3,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1_3,"NA","NA",12CBCP025K
"trans-1,2-Dichloroethene",ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2_3,"NA","NA",12CBCP025K
"trans-1,3-Dichloropropene",ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1,"NA","NA",12CBCP025K
"trans-1,3-Dichloropropene",ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2,"NA","NA",12CBCP025K
"trans-1,3-Dichloropropene",ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1_2,"NA","NA",12CBCP025K
"trans-1,3-Dichloropropene",ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2_2,"NA","NA",12CBCP025K
"trans-1,3-Dichloropropene",ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1_3,"NA","NA",12CBCP025K
"trans-1,3-Dichloropropene",ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2_3,"NA","NA",12CBCP025K
Trichloroethylene,31,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1,"NA","NA",12CBCP025K
Trichloroethylene,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2,"NA","NA",12CBCP025K
Trichloroethylene,29,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1_2,"NA","NA",12CBCP025K
Trichloroethylene,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2_2,"NA","NA",12CBCP025K
Trichloroethylene,53,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1_3,"NA","NA",12CBCP025K
Trichloroethylene,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2_3,"NA","NA",12CBCP025K
Trichlorofluoromethane,21,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1,"NA","NA",12CBCP025K
Trichlorofluoromethane,17,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2,"NA","NA",12CBCP025K
Trichlorofluoromethane,55,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1_2,"NA","NA",12CBCP025K
Trichlorofluoromethane,110,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2_2,"NA","NA",12CBCP025K
Trichlorofluoromethane,47,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1_3,"NA","NA",12CBCP025K
Trichlorofluoromethane,72,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2_3,"NA","NA",12CBCP025K
Vinyl Acetate,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1,"NA","NA",12CBCP025K
Vinyl Acetate,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2,"NA","NA",12CBCP025K
Vinyl Acetate,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1_2,"NA","NA",12CBCP025K
Vinyl Acetate,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2_2,"NA","NA",12CBCP025K
Vinyl Acetate,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1_3,"NA","NA",12CBCP025K
Vinyl Acetate,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2_3,"NA","NA",12CBCP025K
Vinyl Bromide,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1,"NA","NA",12CBCP025K
Vinyl Bromide,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2,"NA","NA",12CBCP025K
Vinyl Bromide,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1_2,"NA","NA",12CBCP025K
Vinyl Bromide,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2_2,"NA","NA",12CBCP025K
Vinyl Bromide,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1_3,"NA","NA",12CBCP025K
Vinyl Bromide,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2_3,"NA","NA",12CBCP025K
Vinyl Chloride,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1,"NA","NA",12CBCP025K
Vinyl Chloride,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2,"NA","NA",12CBCP025K
Vinyl Chloride,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1_2,"NA","NA",12CBCP025K
Vinyl Chloride,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2_2,"NA","NA",12CBCP025K
Vinyl Chloride,4,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-1_3,"NA","NA",12CBCP025K
Vinyl Chloride,ND,ug/m3,"NA",Soil Gas,"NA","NA",Chemtech,386 and 388 Wallabout Street,SG-2_3,"NA","NA",12CBCP025K
Acetone,1120,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
Acetone,1300,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
Acetone,1850,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
"1,3-Butadiene",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
"1,3-Butadiene",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
"1,3-Butadiene",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
Benzene,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
Benzene,1.5,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
Benzene,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
Bromodichloromethane,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
Bromodichloromethane,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
Bromodichloromethane,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
Bromoform,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
Bromoform,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
Bromoform,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
Bromomethane,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
Bromomethane,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
Bromomethane,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
Bromoethene,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
Bromoethene,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
Bromoethene,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
Benzyl Chloride,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
Benzyl Chloride,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
Benzyl Chloride,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
Carbon disulfide,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
Carbon disulfide,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
Carbon disulfide,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
Chlorobenzene,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
Chlorobenzene,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
Chlorobenzene,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
Chloroethane,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
Chloroethane,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
Chloroethane,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
Chloroform,4.4000000000000004,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
Chloroform,3.3,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
Chloroform,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
Chloromethane,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
Chloromethane,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
Chloromethane,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
3-Chloropropene,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
3-Chloropropene,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
3-Chloropropene,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
2-Chlorotoluene,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
2-Chlorotoluene,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
2-Chlorotoluene,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
Carbon tetrachloride,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
Carbon tetrachloride,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
Carbon tetrachloride,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
Cyclohexane,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
Cyclohexane,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
Cyclohexane,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
"1,1-Dichloroethane",8.9,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
"1,1-Dichloroethane",5.7,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
"1,1-Dichloroethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
"1,1-Dichloroethylene",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
"1,1-Dichloroethylene",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
"1,1-Dichloroethylene",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
"1,2-Dibromoethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
"1,2-Dibromoethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
"1,2-Dibromoethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
"1,2-Dichloroethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
"1,2-Dichloroethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
"1,2-Dichloroethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
"1,2-Dichloropropane",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
"1,2-Dichloropropane",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
"1,2-Dichloropropane",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
"1,4-Dioxane",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
"1,4-Dioxane",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
"1,4-Dioxane",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
Dichlorodifluoromethane,3.2,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
Dichlorodifluoromethane,3.3,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
Dichlorodifluoromethane,3.9,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
Dibromochloromethane,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
