project_id,name,borough,address,block_lot,project_class,zip_code,latitude,longitude
22CVCP065K,53 MacDougal Street,Brooklyn,53 MACDOUGAL ST,Block: 1524Lot:43,Active (A),11233-2312,40.679459,-73.92012
22CVCP043K,1775 CONEY ISLAND AVENUE,Brooklyn,1775 CONEY ISLAND AVENUE,Block: 6749Lot:78,Active (A),11230-6501,40.614361,-73.962852
22CVCP082K,6 Howard Avenue,Brooklyn,6 HOWARD AVENUE,Block: 1481Lot:35,Active (A),11221-4102,40.688618,-73.921432
21CVCP017K,29 Jay Street,Brooklyn,29 Jay Street,Block: 20Lot:1,Active (A),11201-1105,40.704014,-73.986465
21CVCP030K,117 Glenmore Avenue,Brooklyn,117 GLENMORE AVENUE,Block: 3692Lot:1 ...,Active (A),11212-8002,40.671841,-73.906555
20CVCP076K,156-158 Somers Street,Brooklyn,156 - 158 SOMERS STREET,Block: 1544Lot:15 ...,Active (A),11233-2913,40.679169,-73.905571
20CVCP061K,494 Manhattan Avenue,Brooklyn,494 MANHATTAN AVENUE,Block: 2713Lot:1,Completed (C),11222-4847,40.720844,-73.94809
20CVCP054K,130 North 6th Street,Brooklyn,126 North 6th Street,Block: 2335Lot:6 ...,Completed (C),11217-3518,40.678005,-73.976501
20CVCP063K,175 McGuinness Boulevard,Brooklyn,175 MCGUINNESS BOULEVARD,Block: 2599Lot:23 ...,Active (A),11222-2735,40.728245,-73.950508
22CVCP019K,2602 Pitkin Avenue,Brooklyn,2602 PITKIN AVENUE,Block: 4228Lot:13,Active (A),11208-2589,40.674713,-73.875809
20CVCP040K,487 4th Avenue,Brooklyn,487 4TH AVENUE,Block: 1028Lot:7,Active (A),11215-4736,40.668262,-73.990005
20CVCP035K,411 Meeker Avenue,Brooklyn,411 MEEKER AVENUE,Block: 2724Lot:1 ...,Completed (C),11222-7172,40.719131,-73.94664
20CVCP059K,381 Chester Street,Brooklyn,401 CHESTER STREET,Block: 3589Lot:21,Active (A),11212-5491,40.66227,-73.9097
20CVCP011K,20 Luquer Street,Brooklyn,20 LUQUER STREET,Block: 520Lot:13 ...,Active (A),11231-1817,40.6788,-74.00473
20CVCP049K,169 LORIMER STREET,Brooklyn,169 LORIMER STREET,Block: 2242Lot:45,Completed (C),11206-3449,40.703667,-73.94902
20CVCP002K,1941 Coney Island Avenue,Brooklyn,1941 CONEY ISLAND AVENUE,Block: 6774Lot:1 ...,Completed (C),11223-2371,40.609848,-73.962151
20CVCP044K,1601 Dekalb Avenue,Brooklyn,1601 DEKALB AVENUE,Block: 3237Lot:23 ...,Active (A),11237-3905,40.703781,-73.919876
20CVCP016K,3294 Atlantic Avenue,Brooklyn,3294 ATLANTIC AVENUE,Block: 4153Lot:40,Active (A),11208-1919,40.679699,-73.877617
20CVCP007K,2776 Fulton Street,Brooklyn,2776 FULTON STREET,Block: 3946Lot:18 ...,Active (A),11207-2521,40.677753,-73.892036
19CVCP066K,233 NEVINS STREET Phase II,Brooklyn,233 NEVINS STREET,Block: 412Lot:6,Completed (C),11238,40.67992,-73.96343
19CVCP056K,297 Wallabout Street,Brooklyn,297 Wallabout Street,Block: 2250Lot:45,Active (A),11206-4325,40.702278,-73.948174
20CVCP005K,1010 Gates Avenue,Brooklyn,1010 GATES AVENUE,Block: 1480Lot:17,Active (A),11221-3602,40.689171,-73.922989
19CVCP055K,2175 Bergen Street,Brooklyn,217-221 MOTHER GASTON BOULEVARD,Block: 1450Lot:1 ...,Completed (C),11233-6832,40.67392,-73.908104
19CVCP039K,1256 38th Street,Brooklyn,1256 38TH STREET,Block: 5294Lot:26 ...,Active (A),11218-1929,40.641518,-73.986641
19CVCP038K,1250 38TH STREET,Brooklyn,1250 38TH STREET,Block: 5294Lot:25,Active (A),11218-1929,40.641586,-73.986801
19CVCP062K,1021 Bedford Avenue,Brooklyn,1021-1023 BEDFORD AVENUE,Block: 1788Lot:4 ...,Completed (C),11205-5263,40.689079,-73.954765
18CVCP011K,800 Flatbush Avenue,Brooklyn,800 FLATBUSH AVENUE,Block: 5063Lot:58,Completed (C),11226-9907,40.653267,-73.959564
15CVCP103K,77 Commercial Street,Brooklyn,77 Commercial Street,Block: 2472Lot:410,Active (A),11222-1005,40.737988,-73.957077
16CVCP084K,666 Greene Avenue,Brooklyn,666 Greene Avenue,Block: 1801Lot:8,Completed (C),11221-1308,40.689232,-73.942024
18CVCP070K,2846-2868 Linden Boulevard - Linden Boulevard Phase IBuilding 1,Brooklyn,2846-2868 LINDEN BOULEVARD,Block: 4496Lot:1 ...,Completed (C),11207,40.67168,-73.89567
19CVCP081K,438 Union Avenue,Brooklyn,438 UNION AVENUE,Block: 2761Lot:5,Completed (C),11211-3427,40.713512,-73.951378
23CVCP013K,184 Pennsylvania Avenue,Brooklyn,184 PENNSYLVANIA AVENUE,Block: 3703Lot:35 ...,Active (A),11207-3046,40.67329,-73.896576
18CVCP068K,24 Bartlett Street,Brooklyn,24 BARTLETT STREET,Block: 2272Lot:6,Active (A),11206-5036,40.700718,-73.946869
21CVCP046K,193 Greenpoint Avenue,Brooklyn,193 GREENPOINT AVENUE,Block: 2559Lot:37,Active (A),11222-7718,40.730583,-73.951859
14CVCP168K,1043 Fulton Street,Brooklyn,1045 Fulton Street,Block: 1992Lot:7 ...,Completed (C),11238-6757,40.682198,-73.960152
22CVCP081K,1 Putnam Avenue,Brooklyn,1 PUTNAM AVENUE,Block: 1981Lot:1,Active (A),11238-2410,40.682835,-73.962288
19CVCP086K,596 Metropolitan Avenue,Brooklyn,596 METROPOLITAN AVENUE,Block: 2762Lot:5,Completed (C),11211-3606,40.713757,-73.948982
20CVCP058K,723-733 Myrtle Avenue,Brooklyn,723-733 MYRTLE AVENUE,Block: 1736Lot:35 ...,Active (A),11205-3904,40.694996,-73.954094
18CVCP046K,2718 Fulton Street,Brooklyn,2718 FULTON STREET,Block: 3673Lot:14 ...,Active (A),11207-2529,40.677444,-73.894112
20CVCP072K,1010 Pacific Street,Brooklyn,1010 PACIFIC STREET,Block: 1133Lot:32 ...,Active (A),11238-3205,40.67928,-73.96012
22CVCP073K,425 Coney Island Avenue,Brooklyn,425 CONEY ISLAND AVENUE,Block: 5070Lot:19 ...,Active (A),11218-2605,40.647236,-73.970734
16CVCP068K,52-56 Throop Avenue,Brooklyn,52 Throop Avenue,Block: 2250Lot:27 ...,Completed (C),11206-4307,40.70312,-73.94743
15CVCP077K,138-142 North 10th Street,Brooklyn,142 North 10th Street,Block: 2304Lot:12 ...,Completed (C),11249-1114,40.719841,-73.956787
15CVCP098K,35-37 Duffield Street,Brooklyn,37 Duffield Street,Block: 121Lot:18 ...,Completed (C),11201-2535,40.69717,-73.983849
17CVCP076K,801 Bedford Avenue,Brooklyn,801 Bedford Avenue,Block: 1734Lot:70,Completed (C),11205-1980,40.696507,-73.956367
18CVCP015K,1249 CONEY ISLAND AVENUE,Brooklyn,1249 CONEY ISLAND AVENUE,Block: 6695Lot:48,Completed (C),11230-2911,40.627495,-73.965302
20CVCP051K,1035 Coney Island Avenue,Brooklyn,1039 CONEY ISLAND AVENUE,Block: 5232Lot:37,Completed (C),11230-1348,40.632664,-73.966599
18CVCP064K,20 PRESCOTT PLACE,Brooklyn,20 PRESCOTT PLACE,Block: 1556Lot:25 ...,Completed (C),11233-6974,40.677383,-73.921165
18CVCP006K,223 SPENCER STREET,Brooklyn,223 SPENCER STREET,Block: 1763Lot:2 ...,Completed (C),11205-5186,40.691467,-73.954292
18CVCP060K,481 GRAHAM AVENUE,Brooklyn,481 GRAHAM AVENUE,Block: 2724Lot:18,Completed (C),11222-4910,40.71984,-73.94594
19CVCP012K,118 New Jersey Avenue,Brooklyn,118 NEW JERSEY AVENUE,Block: 3670Lot:25,Hold (H),11207-2554,40.677074,-73.896324
17CVCP080K,436 FLUSHING AVENUE,Brooklyn,436 FLUSHING AVENUE,Block: 1886Lot:40,Completed (C),11205-3579,40.698696,-73.957184
18CVCP005K,187 KENT AVENUE,Brooklyn,187 KENT AVENUE,Block: 2357Lot:1 ...,Completed (C),11249-3471,40.717697,-73.964195
18CVCP008K,171 CONCORD STREET,Brooklyn,171 CONCORD STREET,Block: 108Lot:24,Completed (C),11201-2043,40.697796,-73.984367
17CVCP050K,99 North 4th Street,Brooklyn,99 4TH STREET,Block: 2342Lot:26,Completed (C),11249-1151,40.717323,-73.960899
17CVCP043K,167 Lorimer Street,Brooklyn,169 LORIMER STREET,Block: 2242Lot:46 ...,Completed (C),11206-3445,40.70369,-73.949165
15CVCP075K,349-355 Grand Street,Brooklyn,349 Grand Street,Block: 2384Lot:22 ...,Completed (C),11238-4289,40.685383,-73.96199
17CVCP011K,7 Whipple Street,Brooklyn,7 Whipple Street,Block: 2272Lot:45 ...,Completed (C),11206-5588,40.700394,-73.94632
20CVCP014K,881 LEXINGTON AVENUE,Brooklyn,881 LEXINGTON AVENUE,Block: 1623Lot:57,Completed (C),11221-8309,40.690807,-73.925613
20CVCP088K,625 Fulton Street,Brooklyn,625 FULTON STREET,Block: 2094Lot:1 ...,Active (A),11201-5432,40.689556,-73.980125
20CVCP042K,447 Euclid Avenue,Brooklyn,447 EUCLID AVENUE,Block: 4214Lot:12 ...,Active (A),11208-2891,40.67669,-73.87211
13CVCP155K,50 Greenpoint Avenue,Brooklyn,50 Greenpoint Avenue,Block: 2562Lot:1 ...,Completed (C),11222-1504,40.729393,-73.958977
23CVCP033K,79 Quay Street,Brooklyn,79 QUAY STREET,Block: 2589Lot:1,Active (A),11222-2016,40.726433,-73.958298
17CVCP071K,537 GRAND STREET,Brooklyn,537 GRAND STREET,Block: 2779Lot:38,Completed (C),11211-4196,40.711319,-73.94989
15CVCP034K,75 Eckford Street,Brooklyn,75 Eckford Street,Block: 2698Lot:25,Completed (C),11222-7500,40.722233,-73.948311
