CAS.No,Parameter,Results,Units,LOQ,Dilution,Matrix,Lab,Street,Client_ID,Collection_date,Analysis_date,Project_ID
67-64-1,Acetone,39,ug/m3,0.43,1.8,SV,York,1127 Flatbush Avenue,LSV-1,2015-03-06,2015-03-10,15CVCP134K
107-05-1,* 3-Chloropropene,NA,ug/m3,0.56,1.8,SV,York,1127 Flatbush Avenue,LSV-1,2015-03-06,2015-03-10,15CVCP134K
591-78-6,* 2-Hexanone,NA,ug/m3,1.5,1.8,SV,York,1127 Flatbush Avenue,LSV-1,2015-03-06,2015-03-10,15CVCP134K
78-93-3,2-Butanone,1.5,ug/m3,0.53,1.8,SV,York,1127 Flatbush Avenue,LSV-1,2015-03-06,2015-03-10,15CVCP134K
123-91-1,"1,4-Dioxane",NA,ug/m3,0.65,1.8,SV,York,1127 Flatbush Avenue,LSV-1,2015-03-06,2015-03-10,15CVCP134K
106-46-7,"1,4-Dichlorobenzene",NA,ug/m3,1.1,1.8,SV,York,1127 Flatbush Avenue,LSV-1,2015-03-06,2015-03-10,15CVCP134K
541-73-1,"1,3-Dichlorobenzene",NA,ug/m3,1.1,1.8,SV,York,1127 Flatbush Avenue,LSV-1,2015-03-06,2015-03-10,15CVCP134K
106-99-0,"1,3-Butadiene",18,ug/m3,0.78,1.8,SV,York,1127 Flatbush Avenue,LSV-1,2015-03-06,2015-03-10,15CVCP134K
108-67-8,"1,3,5-Trimethylbenzene",NA,ug/m3,0.88,1.8,SV,York,1127 Flatbush Avenue,LSV-1,2015-03-06,2015-03-10,15CVCP134K
76-14-2,"1,2-Dichlorotetrafluoroethane",NA,ug/m3,1.3,1.8,SV,York,1127 Flatbush Avenue,LSV-1,2015-03-06,2015-03-10,15CVCP134K
78-87-5,"1,2-Dichloropropane",NA,ug/m3,0.83,1.8,SV,York,1127 Flatbush Avenue,LSV-1,2015-03-06,2015-03-10,15CVCP134K
107-06-2,"1,2-Dichloroethane",NA,ug/m3,0.73,1.8,SV,York,1127 Flatbush Avenue,LSV-1,2015-03-06,2015-03-10,15CVCP134K
95-50-1,"1,2-Dichlorobenzene",NA,ug/m3,1.1,1.8,SV,York,1127 Flatbush Avenue,LSV-1,2015-03-06,2015-03-10,15CVCP134K
95-63-6,"1,2,4-Trimethylbenzene",NA,ug/m3,0.88,1.8,SV,York,1127 Flatbush Avenue,LSV-1,2015-03-06,2015-03-10,15CVCP134K
120-82-1,"1,2,4-Trichlorobenzene",NA,ug/m3,1.3,1.8,SV,York,1127 Flatbush Avenue,LSV-1,2015-03-06,2015-03-10,15CVCP134K
75-35-4,"1,1-Dichloroethylene",NA,ug/m3,0.71,1.8,SV,York,1127 Flatbush Avenue,LSV-1,2015-03-06,2015-03-10,15CVCP134K
75-34-3,"1,1-Dichloroethane",NA,ug/m3,0.73,1.8,SV,York,1127 Flatbush Avenue,LSV-1,2015-03-06,2015-03-10,15CVCP134K
75-69-4,Trichlorofluoromethane (Freon 11),1.2,ug/m3,1,1.8,SV,York,1127 Flatbush Avenue,LSV-1,2015-03-06,2015-03-10,15CVCP134K
79-00-5,"1,1,2-Trichloroethane",NA,ug/m3,0.98,1.8,SV,York,1127 Flatbush Avenue,LSV-1,2015-03-06,2015-03-10,15CVCP134K
76-13-1,"1,1,2-Trichloro-1,2,2-trifluoroethane (Freon 113)",NA,ug/m3,1.4,1.8,SV,York,1127 Flatbush Avenue,LSV-1,2015-03-06,2015-03-10,15CVCP134K
79-34-5,"1,1,2,2-Tetrachloroethane",NA,ug/m3,1.2,1.8,SV,York,1127 Flatbush Avenue,LSV-1,2015-03-06,2015-03-10,15CVCP134K
71-55-6,"1,1,1-Trichloroethane",NA,ug/m3,0.98,1.8,SV,York,1127 Flatbush Avenue,LSV-1,2015-03-06,2015-03-10,15CVCP134K
75-71-8,Dichlorodifluoromethane,2,ug/m3,0.89,1.8,SV,York,1127 Flatbush Avenue,LSV-1,2015-03-06,2015-03-10,15CVCP134K
106-93-4,"1,2-Dibromoethane",NA,ug/m3,1.4,1.8,SV,York,1127 Flatbush Avenue,LSV-1,2015-03-06,2015-03-10,15CVCP134K
124-48-1,Dibromochloromethane,NA,ug/m3,1.4,1.8,SV,York,1127 Flatbush Avenue,LSV-1,2015-03-06,2015-03-10,15CVCP134K
80-62-6,Methyl Methacrylate,NA,ug/m3,0.74,1.8,SV,York,1127 Flatbush Avenue,LSV-1,2015-03-06,2015-03-10,15CVCP134K
107-13-1,* Acrylonitrile,NA,ug/m3,0.39,1.8,SV,York,1127 Flatbush Avenue,LSV-1,2015-03-06,2015-03-10,15CVCP134K
108-90-7,Chlorobenzene,NA,ug/m3,0.83,1.8,SV,York,1127 Flatbush Avenue,LSV-1,2015-03-06,2015-03-10,15CVCP134K
142-28-9,"* 1,3-Dichloropropane",NA,ug/m3,0.83,1.8,SV,York,1127 Flatbush Avenue,LSV-1,2015-03-06,2015-03-10,15CVCP134K
103-65-1,* n-Propylbenzene,NA,ug/m3,0.88,1.8,SV,York,1127 Flatbush Avenue,LSV-1,2015-03-06,2015-03-10,15CVCP134K
72477,* tert-Butylbenzene,NA,ug/m3,0.99,1.8,SV,York,1127 Flatbush Avenue,LSV-1,2015-03-06,2015-03-10,15CVCP134K
135-98-8,* sec-Butylbenzene,NA,ug/m3,0.99,1.8,SV,York,1127 Flatbush Avenue,LSV-1,2015-03-06,2015-03-10,15CVCP134K
99-87-6,* p-Tsopropyltoluene,NA,ug/m3,0.99,1.8,SV,York,1127 Flatbush Avenue,LSV-1,2015-03-06,2015-03-10,15CVCP134K
104-51-8,* n-Butylbenzene,NA,ug/m3,0.99,1.8,SV,York,1127 Flatbush Avenue,LSV-1,2015-03-06,2015-03-10,15CVCP134K
630-20-6,"* 1,1,1,2-Tetrachloroethane",NA,ug/m3,1.3,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
63923,Vinyl Chloride,NA,ug/m3,0.12,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
593-60-2,Vinyl bromide,NA,ug/m3,0.8,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
108-05-4,Vinyl acetate,NA,ug/m3,0.65,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
65386,Trichloroethylene,20,ug/m3,0.25,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
10061-02-6,"trans-1,3-Dichloropropylene",NA,ug/m3,0.83,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
156-60-5,"trans-1,2-Dichloroethylene",1.1,ug/m3,0.73,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
108-88-3,Toluene,29,ug/m3,0.69,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
109-99-9,* Tetrahydrofuran,NA,ug/m3,0.54,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
127-18-4,Tetrachloroethylene,24,ug/m3,0.31,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
100-42-5,Styrene,NA,ug/m3,0.78,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
115-07-1,* Propylene,NA,ug/m3,0.32,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
622-96-8,* p-Ethyltoluene,NA,ug/m3,0.9,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
179601-23-1,p- & m- Xylenes,15,ug/m3,1.6,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
95-47-6,o-Xylene,5.8,ug/m3,0.8,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
110-54-3,n-Hexane,4.7,ug/m3,0.65,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
142-82-5,n-Heptane,8.9,ug/m3,0.75,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
64164,Methylene chloride,NA,ug/m3,1.3,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
1634-04-4,Methyl tert-butyl ether (MTBE),NA,ug/m3,0.66,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
108-10-1,4-Methyl-2-pentanone,NA,ug/m3,0.75,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
67-63-0,Isopropanol,24,ug/m3,0.9,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
87-68-3,Hexachlorobutadiene,NA,ug/m3,2,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
100-41-4,Ethyl Benzene,3.9,ug/m3,0.8,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
141-78-6,* Ethyl acetate,NA,ug/m3,1.3,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
110-82-7,Cyclohexane,1.5,ug/m3,0.63,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
10061-01-5,"cis-1,3-Dichloropropylene",NA,ug/m3,0.83,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
156-59-2,"cis-1,2-Dichloroethylene",NA,ug/m3,0.73,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
74-87-3,Chloromethane,NA,ug/m3,0.38,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
67-66-3,Chloroform,60,ug/m3,0.89,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
75-00-3,Chloroethane,NA,ug/m3,0.48,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
56-23-5,Carbon tetrachloride,NA,ug/m3,0.29,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
75-15-0,Carbon disulfide,1.3,ug/m3,0.57,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
74-83-9,Bromomethane,NA,ug/m3,0.71,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
75-25-2,Bromoform,NA,ug/m3,1.9,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
75-27-4,Bromodichloromethane,NA,ug/m3,1.1,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
100-44-7,Benzyl chloride,NA,ug/m3,0.95,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
71-43-2,Benzene,4.8,ug/m3,0.59,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
67-64-1,Acetone,30,ug/m3,0.44,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
107-05-1,* 3-Chloropropene,NA,ug/m3,0.57,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
591-78-6,* 2-Hexanone,NA,ug/m3,1.5,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
78-93-3,2-Butanone,12,ug/m3,0.54,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
123-91-1,"1,4-Dioxane",NA,ug/m3,0.66,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
106-46-7,"1,4-Dichlorobenzene",NA,ug/m3,1.1,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
541-73-1,"1,3-Dichlorobenzene",NA,ug/m3,1.1,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
106-99-0,"1,3-Butadiene",4.7,ug/m3,0.79,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
108-67-8,"1,3,5-Trimethylbenzene",0.9,ug/m3,0.9,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
76-14-2,"1,2-Dichlorotetrafluoroethane",NA,ug/m3,1.3,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
78-87-5,"1,2-Dichloropropane",NA,ug/m3,0.85,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
107-06-2,"1,2-Dichloroethane",NA,ug/m3,0.74,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
95-50-1,"1,2-Dichlorobenzene",NA,ug/m3,1.1,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
95-63-6,"1,2,4-Trimethylbenzene",3.3,ug/m3,0.9,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
120-82-1,"1,2,4-Trichlorobenzene",NA,ug/m3,1.4,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
75-35-4,"1,1-Dichloroethylene",NA,ug/m3,0.73,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
75-34-3,"1,1-Dichloroethane",NA,ug/m3,0.74,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
75-69-4,Trichlorofluoromethane (Freon 11),1.2,ug/m3,1,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
79-00-5,"1,1,2-Trichloroethane",NA,ug/m3,1,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
76-13-1,"1,1,2-Trichloro-1,2,2-trifluoroethane (Freon 113)",NA,ug/m3,1.4,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
79-34-5,"1,1,2,2-Tetrachloroethane",NA,ug/m3,1.3,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
71-55-6,"1,1,1-Trichloroethane",NA,ug/m3,1,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
75-71-8,Dichlorodifluoromethane,2.1,ug/m3,0.91,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
106-93-4,"1,2-Dibromoethane",NA,ug/m3,1.4,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
124-48-1,Dibromochloromethane,NA,ug/m3,1.5,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
80-62-6,Methyl Methacrylate,NA,ug/m3,0.75,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
107-13-1,* Acrylonitrile,NA,ug/m3,0.4,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
108-90-7,Chlorobenzene,NA,ug/m3,0.84,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
142-28-9,"* 1,3-Dichloropropane",NA,ug/m3,0.85,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
103-65-1,* n-Propylbenzene,NA,ug/m3,0.9,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
72477,* tert-Butylbenzene,NA,ug/m3,1,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
135-98-8,* sec-Butylbenzene,NA,ug/m3,1,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
99-87-6,* p-Tsopropyltoluene,NA,ug/m3,1,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
104-51-8,* n-Butylbenzene,NA,ug/m3,1,1.833,SV,York,1127 Flatbush Avenue,LSV-2,2015-03-06,2015-03-10,15CVCP134K
630-20-6,"* 1,1,1,2-Tetrachloroethane",NA,ug/m3,1.3,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
63923,Vinyl Chloride,NA,ug/m3,0.12,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
593-60-2,Vinyl bromide,NA,ug/m3,0.83,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
108-05-4,Vinyl acetate,NA,ug/m3,0.67,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
65386,Trichloroethylene,NA,ug/m3,0.26,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
10061-02-6,"trans-1,3-Dichloropropylene",NA,ug/m3,0.86,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
156-60-5,"trans-1,2-Dichloroethylene",NA,ug/m3,0.75,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
108-88-3,Toluene,17,ug/m3,0.72,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
109-99-9,* Tetrahydrofuran,NA,ug/m3,0.56,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
127-18-4,Tetrachloroethylene,2.7,ug/m3,0.32,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
100-42-5,Styrene,NA,ug/m3,0.81,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
115-07-1,* Propylene,NA,ug/m3,0.33,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
622-96-8,* p-Ethyltoluene,1.1,ug/m3,0.94,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
179601-23-1,p- & m- Xylenes,6.2,ug/m3,1.7,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
95-47-6,o-Xylene,2.4,ug/m3,0.83,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
110-54-3,n-Hexane,25,ug/m3,0.67,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
142-82-5,n-Heptane,11,ug/m3,0.78,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
64164,Methylene chloride,2.5,ug/m3,1.3,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
1634-04-4,Methyl tert-butyl ether (MTBE),NA,ug/m3,0.68,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
108-10-1,4-Methyl-2-pentanone,NA,ug/m3,0.78,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
67-63-0,Isopropanol,2.4,ug/m3,0.94,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
87-68-3,Hexachlorobutadiene,NA,ug/m3,2,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
100-41-4,Ethyl Benzene,1.7,ug/m3,0.83,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
141-78-6,* Ethyl acetate,NA,ug/m3,1.4,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
110-82-7,Cyclohexane,10,ug/m3,0.65,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
10061-01-5,"cis-1,3-Dichloropropylene",NA,ug/m3,0.86,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
156-59-2,"cis-1,2-Dichloroethylene",NA,ug/m3,0.75,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
74-87-3,Chloromethane,0.39,ug/m3,0.39,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
67-66-3,Chloroform,77,ug/m3,0.93,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
75-00-3,Chloroethane,NA,ug/m3,0.5,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
56-23-5,Carbon tetrachloride,0.36,ug/m3,0.3,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
75-15-0,Carbon disulfide,NA,ug/m3,0.59,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
74-83-9,Bromomethane,NA,ug/m3,0.74,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
75-25-2,Bromoform,NA,ug/m3,2,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
75-27-4,Bromodichloromethane,8,ug/m3,1.2,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
100-44-7,Benzyl chloride,NA,ug/m3,0.98,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
71-43-2,Benzene,11,ug/m3,0.61,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
67-64-1,Acetone,21,ug/m3,0.45,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
107-05-1,* 3-Chloropropene,NA,ug/m3,0.6,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
591-78-6,* 2-Hexanone,NA,ug/m3,1.6,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
78-93-3,2-Butanone,1.5,ug/m3,0.56,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
123-91-1,"1,4-Dioxane",NA,ug/m3,0.69,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
106-46-7,"1,4-Dichlorobenzene",NA,ug/m3,1.1,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
541-73-1,"1,3-Dichlorobenzene",NA,ug/m3,1.1,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
106-99-0,"1,3-Butadiene",13,ug/m3,0.82,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
108-67-8,"1,3,5-Trimethylbenzene",NA,ug/m3,0.94,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
76-14-2,"1,2-Dichlorotetrafluoroethane",NA,ug/m3,1.3,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
78-87-5,"1,2-Dichloropropane",NA,ug/m3,0.88,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
107-06-2,"1,2-Dichloroethane",NA,ug/m3,0.77,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
95-50-1,"1,2-Dichlorobenzene",NA,ug/m3,1.1,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
95-63-6,"1,2,4-Trimethylbenzene",NA,ug/m3,0.94,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
120-82-1,"1,2,4-Trichlorobenzene",NA,ug/m3,1.4,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
75-35-4,"1,1-Dichloroethylene",NA,ug/m3,0.75,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
75-34-3,"1,1-Dichloroethane",NA,ug/m3,0.77,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
75-69-4,Trichlorofluoromethane (Freon 11),1.2,ug/m3,1.1,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
79-00-5,"1,1,2-Trichloroethane",NA,ug/m3,1,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
76-13-1,"1,1,2-Trichloro-1,2,2-trifluoroethane (Freon 113)",NA,ug/m3,1.5,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
79-34-5,"1,1,2,2-Tetrachloroethane",NA,ug/m3,1.3,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
71-55-6,"1,1,1-Trichloroethane",NA,ug/m3,1,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
75-71-8,Dichlorodifluoromethane,2.1,ug/m3,0.94,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
106-93-4,"1,2-Dibromoethane",NA,ug/m3,1.5,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
124-48-1,Dibromochloromethane,NA,ug/m3,1.5,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
80-62-6,Methyl Methacrylate,NA,ug/m3,0.78,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
107-13-1,* Acrylonitrile,NA,ug/m3,0.41,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
108-90-7,Chlorobenzene,NA,ug/m3,0.88,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
142-28-9,"* 1,3-Dichloropropane",NA,ug/m3,0.88,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
103-65-1,* n-Propylbenzene,NA,ug/m3,0.94,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
