CAS.No,Parameter,Results,Units,LOQ,Dilution,Matrix,Lab,Street,Client_ID,Collection_date,Analysis_date,Project_ID
NA,"1,3,5-Trimethylbenzene",NA,ug/m3,9.8,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2-Dichlorotetrafluoroethane",NA,ug/m3,14,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2-Dichloropropane",NA,ug/m3,9.2,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2-Dichloroethane",NA,ug/m3,8,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2-Dichlorobenzene",NA,ug/m3,12,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2,4-Trimethylbenzene",26,ug/m3,9.8,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2,4-Trichlorobenzene",NA,ug/m3,15,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,"1,1-Dichloroethylene",NA,ug/m3,7.9,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,"1,1-Dichloroethane",NA,ug/m3,8,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,Trichlorofluoromethane (Freon 11),NA,ug/m3,11,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,"1,1,2-Trichloroethane",NA,ug/m3,11,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2-Trichloro-1,2,2-trifluoroethane (Freon 113)",NA,ug/m3,15,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,"1,1,2,2-Tetrachloroethane",NA,ug/m3,14,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,"1,1,1-Trichloroethane",NA,ug/m3,11,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,Dichlorodifluoromethane,NA,ug/m3,9.8,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2-Dibromoethane",NA,ug/m3,15,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,Dibromochloromethane,NA,ug/m3,16,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,Methyl Methacrylate,NA,ug/m3,8.1,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,Chlorobenzene,300,ug/m3,9.1,19.53,SV,York,1328 Fulton Street,SV-4,2013-06-05,2013-06-11,14CVCP192K
NA,Vinyl Chloride,NA,ug/m3,5.1,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,Vinyl acetate,NA,ug/m3,7,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,Trichloroethylene,NA,ug/m3,5.4,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,"trans-1,3-Dichloropropylene",NA,ug/m3,9.1,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,"trans-1,2-Dichloroethylene",NA,ug/m3,7.9,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,Toluene,240,ug/m3,7.5,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,Tetrahydrofuran,NA,ug/m3,5.9,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,Tetrachloroethylene,NA,ug/m3,14,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,Styrene,NA,ug/m3,8.5,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,Propylene,NA,ug/m3,3.4,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,p-Ethyltoluene,81,ug/m3,49,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,p- & m- Xylenes,290,ug/m3,17,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,o-Xylene,82,ug/m3,8.7,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,n-Hexane,35,ug/m3,7,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,n-Heptane,70,ug/m3,8.2,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,Methylene chloride,7,ug/m3,6.9,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,Methyl tert-butyl ether (MTBE),NA,ug/m3,7.2,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,4-Methyl-2-pentanone,NA,ug/m3,8.2,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,Tsopropanol,NA,ug/m3,4.9,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,Hexachlorobutadiene,NA,ug/m3,21,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,Ethyl Benzene,87,ug/m3,8.7,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,Ethyl acetate,NA,ug/m3,7.2,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,Cyclohexane,NA,ug/m3,6.9,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,"cis-1,3-Dichloropropylene",NA,ug/m3,9.1,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,"cis-1,2-Dichloroethylene",NA,ug/m3,7.9,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,Chloromethane,NA,ug/m3,4.1,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,Chloroform,NA,ug/m3,9.7,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,Chloroethane,NA,ug/m3,5.3,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,Carbon tetrachloride,19,ug/m3,6.3,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,Carbon disulfide,60,ug/m3,6.2,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,Bromomethane,NA,ug/m3,7.7,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,Bromoform,NA,ug/m3,21,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,Bromodichloromethane,NA,ug/m3,12,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,Benzyl chloride,NA,ug/m3,10,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,Benzene,23,ug/m3,6.4,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,Acetone,450,ug/m3,4.8,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,2-Hexanone,NA,ug/m3,8.2,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,2-Butanone,53,ug/m3,5.9,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,"1,4-Dioxane",NA,ug/m3,7.2,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,"1,4-Dichlorobenzene",NA,ug/m3,12,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,"1,3-Dichlorobenzene",NA,ug/m3,12,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,"1,3-Butadiene",NA,ug/m3,8.7,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,"1,3,5-Trimethylbenzene",15,ug/m3,9.8,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2-Dichlorotetrafluoroethane",NA,ug/m3,14,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2-Dichloropropane",NA,ug/m3,9.3,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2-Dichloroethane",NA,ug/m3,8.1,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2-Dichlorobenzene",NA,ug/m3,12,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2,4-Trimethylbenzene",56,ug/m3,9.8,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2,4-Trichlorobenzene",NA,ug/m3,15,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,"1,1-Dichloroethylene",NA,ug/m3,7.9,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,"1,1-Dichloroethane",NA,ug/m3,8.1,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,Trichlorofluoromethane (Freon 11),NA,ug/m3,11,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,"1,1,2-Trichloroethane",NA,ug/m3,11,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2-Trichloro-1,2,2-trifluoroethane (Freon 113)",NA,ug/m3,15,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,"1,1,2,2-Tetrachloroethane",NA,ug/m3,14,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,"1,1,1-Trichloroethane",NA,ug/m3,11,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,Dichlorodifluoromethane,NA,ug/m3,9.9,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2-Dibromoethane",NA,ug/m3,15,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,Dibromochloromethane,NA,ug/m3,16,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,Methyl Methacrylate,NA,ug/m3,8.2,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,Chlorobenzene,260,ug/m3,9.2,19.69,SV,York,1328 Fulton Street,SV-5,2013-06-05,2013-06-11,14CVCP192K
NA,Vinyl Chloride,NA,ug/m3,0.17,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,Vinyl acetate,NA,ug/m3,0.24,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,Trichloroethylene,NA,ug/m3,0.18,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,"trans-1,3-Dichloropropylene",NA,ug/m3,0.31,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,"trans-1,2-Dichloroethylene",NA,ug/m3,0.27,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,Toluene,1.9,ug/m3,0.26,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,Tetrahydrofuran,1.9,ug/m3,0.2,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,Tetrachloroethylene,NA,ug/m3,0.46,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,Styrene,NA,ug/m3,0.29,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,Propylene,NA,ug/m3,0.12,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,p-Ethyltoluene,NA,ug/m3,1.7,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,p- & m- Xylenes,1.2,ug/m3,0.59,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,o-Xylene,0.44,ug/m3,0.29,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,n-Hexane,1.1,ug/m3,0.24,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,n-Heptane,0.53,ug/m3,0.28,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,Methylene chloride,1.2,ug/m3,0.24,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,Methyl tert-butyl ether (MTBE),NA,ug/m3,0.24,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,4-Methyl-2-pentanone,NA,ug/m3,0.28,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,Tsopropanol,1.1,ug/m3,0.17,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,Hexachlorobutadiene,NA,ug/m3,0.72,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,Ethyl Benzene,0.38,ug/m3,0.29,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,Ethyl acetate,NA,ug/m3,0.24,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,Cyclohexane,NA,ug/m3,0.23,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,"cis-1,3-Dichloropropylene",NA,ug/m3,0.31,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,"cis-1,2-Dichloroethylene",NA,ug/m3,0.27,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,Chloromethane,1.5,ug/m3,0.14,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,Chloroform,0.36,ug/m3,0.33,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,Chloroethane,NA,ug/m3,0.18,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,Carbon tetrachloride,0.43,ug/m3,0.21,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,Carbon disulfide,NA,ug/m3,0.21,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,Bromomethane,NA,ug/m3,0.26,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,Bromoform,NA,ug/m3,0.7,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,Bromodichloromethane,NA,ug/m3,0.42,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,Benzyl chloride,NA,ug/m3,0.35,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,Benzene,0.54,ug/m3,0.22,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,Acetone,14,ug/m3,0.16,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,2-Hexanone,NA,ug/m3,0.28,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,2-Butanone,4.4,ug/m3,0.2,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,"1,4-Dioxane",NA,ug/m3,0.24,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,"1,4-Dichlorobenzene",NA,ug/m3,0.41,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,"1,3-Dichlorobenzene",NA,ug/m3,0.41,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,"1,3-Butadiene",NA,ug/m3,0.29,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,"1,3,5-Trimethylbenzene",NA,ug/m3,0.33,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2-Dichlorotetrafluoroethane",NA,ug/m3,0.47,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2-Dichloropropane",NA,ug/m3,0.31,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2-Dichloroethane",NA,ug/m3,0.27,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2-Dichlorobenzene",NA,ug/m3,0.41,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2,4-Trimethylbenzene",0.47,ug/m3,0.33,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2,4-Trichlorobenzene",NA,ug/m3,0.5,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,"1,1-Dichloroethylene",NA,ug/m3,0.27,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,"1,1-Dichloroethane",NA,ug/m3,0.27,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,Trichlorofluoromethane (Freon 11),1.2,ug/m3,0.38,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,"1,1,2-Trichloroethane",NA,ug/m3,0.37,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2-Trichloro-1,2,2-trifluoroethane (Freon 113)",0.57,ug/m3,0.52,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,"1,1,2,2-Tetrachloroethane",NA,ug/m3,0.47,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,"1,1,1-Trichloroethane",NA,ug/m3,0.37,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,Dichlorodifluoromethane,2.5,ug/m3,0.34,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,"1,2-Dibromoethane",NA,ug/m3,0.52,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,Dibromochloromethane,NA,ug/m3,0.54,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,Methyl Methacrylate,NA,ug/m3,0.28,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
NA,Chlorobenzene,NA,ug/m3,0.31,0.66666,Outdoor Ambient Air,York,1328 Fulton Street,Ambient Air,2013-06-05,2013-06-11,14CVCP192K
63923,Vinyl Chloride,NA,ug/m3,2.3,18,SV,York,120 Kings Highway,SV-1,2014-07-16,2014-07-23,15CVCP039K
108-05-4,Vinyl acetate,NA,ug/m3,6.3,18,SV,York,120 Kings Highway,SV-1,2014-07-16,2014-07-23,15CVCP039K
65386,Trichloroethylene,NA,ug/m3,2.4,18,SV,York,120 Kings Highway,SV-1,2014-07-16,2014-07-23,15CVCP039K
10061-02-6,"trans-1,3-Dichloropropylene",NA,ug/m3,8.2,18,SV,York,120 Kings Highway,SV-1,2014-07-16,2014-07-23,15CVCP039K
156-60-5,"trans-1,2-Dichloroethylene",NA,ug/m3,7.1,18,SV,York,120 Kings Highway,SV-1,2014-07-16,2014-07-23,15CVCP039K
108-88-3,Toluene,120,ug/m3,6.8,18,SV,York,120 Kings Highway,SV-1,2014-07-16,2014-07-23,15CVCP039K
109-99-9,* Tetrahydrofuran,NA,ug/m3,5.3,18,SV,York,120 Kings Highway,SV-1,2014-07-16,2014-07-23,15CVCP039K
127-18-4,Tetrachloroethylene,NA,ug/m3,3.1,18,SV,York,120 Kings Highway,SV-1,2014-07-16,2014-07-23,15CVCP039K
100-42-5,Styrene,NA,ug/m3,7.7,18,SV,York,120 Kings Highway,SV-1,2014-07-16,2014-07-23,15CVCP039K
115-07-1,* Propylene,NA,ug/m3,3.1,18,SV,York,120 Kings Highway,SV-1,2014-07-16,2014-07-23,15CVCP039K
622-96-8,* p-Ethyltoluene,30,ug/m3,8.8,18,SV,York,120 Kings Highway,SV-1,2014-07-16,2014-07-23,15CVCP039K
179601-23-1,p- & m- Xylenes,110,ug/m3,16,18,SV,York,120 Kings Highway,SV-1,2014-07-16,2014-07-23,15CVCP039K
95-47-6,o-Xylene,31,ug/m3,7.8,18,SV,York,120 Kings Highway,SV-1,2014-07-16,2014-07-23,15CVCP039K
110-54-3,n-Hexane,52,ug/m3,6.3,18,SV,York,120 Kings Highway,SV-1,2014-07-16,2014-07-23,15CVCP039K
142-82-5,n-Heptane,38,ug/m3,7.4,18,SV,York,120 Kings Highway,SV-1,2014-07-16,2014-07-23,15CVCP039K
64164,Methylene chloride,20,ug/m3,13,18,SV,York,120 Kings Highway,SV-1,2014-07-16,2014-07-23,15CVCP039K
1634-04-4,Methyl tert-butyl ether (MTBE),NA,ug/m3,6.5,18,SV,York,120 Kings Highway,SV-1,2014-07-16,2014-07-23,15CVCP039K
108-10-1,4-Methyl-2-pentanone,NA,ug/m3,7.4,18,SV,York,120 Kings Highway,SV-1,2014-07-16,2014-07-23,15CVCP039K
67-63-0,Isopropanol,10,ug/m3,8.8,18,SV,York,120 Kings Highway,SV-1,2014-07-16,2014-07-23,15CVCP039K
87-68-3,Hexachlorobutadiene,NA,ug/m3,19,18,SV,York,120 Kings Highway,SV-1,2014-07-16,2014-07-23,15CVCP039K
100-41-4,Ethyl Benzene,28,ug/m3,7.8,18,SV,York,120 Kings Highway,SV-1,2014-07-16,2014-07-23,15CVCP039K
141-78-6,* Ethyl acetate,NA,ug/m3,13,18,SV,York,120 Kings Highway,SV-1,2014-07-16,2014-07-23,15CVCP039K
110-82-7,Cyclohexane,NA,ug/m3,6.2,18,SV,York,120 Kings Highway,SV-1,2014-07-16,2014-07-23,15CVCP039K
10061-01-5,"cis-1,3-Dichloropropylene",NA,ug/m3,8.2,18,SV,York,120 Kings Highway,SV-1,2014-07-16,2014-07-23,15CVCP039K
156-59-2,"cis-1,2-Dichloroethylene",NA,ug/m3,7.1,18,SV,York,120 Kings Highway,SV-1,2014-07-16,2014-07-23,15CVCP039K
74-87-3,Chloromethane,NA,ug/m3,3.7,18,SV,York,120 Kings Highway,SV-1,2014-07-16,2014-07-23,15CVCP039K
67-66-3,Chloroform,NA,ug/m3,8.8,18,SV,York,120 Kings Highway,SV-1,2014-07-16,2014-07-23,15CVCP039K
75-00-3,Chloroethane,NA,ug/m3,4.7,18,SV,York,120 Kings Highway,SV-1,2014-07-16,2014-07-23,15CVCP039K
56-23-5,Carbon tetrachloride,NA,ug/m3,2.8,18,SV,York,120 Kings Highway,SV-1,2014-07-16,2014-07-23,15CVCP039K
75-15-0,Carbon disulfide,5.6,ug/m3,5.6,18,SV,York,120 Kings Highway,SV-1,2014-07-16,2014-07-23,15CVCP039K
74-83-9,Bromomethane,NA,ug/m3,7,18,SV,York,120 Kings Highway,SV-1,2014-07-16,2014-07-23,15CVCP039K
75-25-2,Bromoform,NA,ug/m3,19,18,SV,York,120 Kings Highway,SV-1,2014-07-16,2014-07-23,15CVCP039K
75-27-4,Bromodichloromethane,NA,ug/m3,11,18,SV,York,120 Kings Highway,SV-1,2014-07-16,2014-07-23,15CVCP039K
100-44-7,Benzyl chloride,NA,ug/m3,9.3,18,SV,York,120 Kings Highway,SV-1,2014-07-16,2014-07-23,15CVCP039K
71-43-2,Benzene,15,ug/m3,5.8,18,SV,York,120 Kings Highway,SV-1,2014-07-16,2014-07-23,15CVCP039K
67-64-1,Acetone,400,ug/m3,4.3,18,SV,York,120 Kings Highway,SV-1,2014-07-16,2014-07-23,15CVCP039K
591-78-6,* 2-Hexanone,250,ug/m3,15,18,SV,York,120 Kings Highway,SV-1,2014-07-16,2014-07-23,15CVCP039K
78-93-3,2-Butanone,2200,ug/m3,13,45,SV,York,120 Kings Highway,SV-1,2014-07-16,2014-07-23,15CVCP039K
123-91-1,"1,4-Dioxane",NA,ug/m3,6.5,18,SV,York,120 Kings Highway,SV-1,2014-07-16,2014-07-23,15CVCP039K
