street_address,sample_id,parameter,ppbv_result,ppbv_rl,lod_mdl,ug_m3_result,ug_m3_rl,lod_mdl_2,date_time,by,dilution
1048 MANHATTAN AVE.,SS2,Tetrahydrofuran,22.5,0.339,0.339,66.3,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,Toluene,4.34,0.266,0.266,16.3,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,"Trans-1,2-Dichloroethene",ND,0.252,0.252,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,"trans-1,3-Dichloropropene",ND,0.221,0.221,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,Trichloroethene,ND,0.047,0.047,ND,0.25,0.25,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,Trichlorofluoromethane,0.430,0.178,0.178,2.41,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,Trichlorotrifluoroethane,ND,0.131,0.131,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,Vinyl Chloride,ND,0.098,0.098,ND,0.25,0.25,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,% Bromofluorobenzene,101,%,%,101,%,%,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,NA,ND,NA,0.146,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,NA,ND,NA,0.183,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,NA,ND,NA,0.146,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,NA,ND,NA,0.183,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,NA,ND,NA,0.247,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,NA,ND,NA,0.252,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,NA,ND,NA,0.135,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,NA,1.78,NA,0.204,8.75,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,NA,ND,NA,0.130,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,NA,ND,NA,0.166,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,NA,ND,NA,0.247,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,NA,ND,NA,0.217,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,NA,ND,NA,0.143,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,NA,0.556,NA,0.204,2.73,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,NA,ND,NA,0.452,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,NA,0.604,NA,0.166,3.63,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,NA,ND,NA,0.166,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SV1,NA,ND,NA,0.278,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
