street_address,sample_id,parameter,ppbv_result,ppbv_rl,lod_mdl,ug_m3_result,ug_m3_rl,lod_mdl_2,date_time,by,dilution
2437 PITKIN AVE,SV3,4-Ethyltoluene,ND,0.204,0.204,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,4-Isopropyltoluene,ND,0.182,0.182,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,4-Methyl-2-pentanone(MIBK),ND,0.244,0.244,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,Acetone,91.4,2.11,2.11,217,5.01,5.01,2017-06-13T04:00:00Z,KCA,5
2437 PITKIN AVE,SV3,Acrylonitrile,ND,0.461,0.461,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,Benzene,3.30,0.313,0.313,10.5,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,Benzyl chloride,ND,0.193,0.193,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,Bromodichloromethane,ND,0.149,0.149,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,Bromoform,ND,0.097,0.097,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,Bromomethane,ND,0.258,0.258,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,Carbon Disulfide,ND,0.321,0.321,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,Carbon Tetrachloride,0.076,0.040,0.040,0.48,0.25,0.25,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,Chlorobenzene,ND,0.217,0.217,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,Chloroethane,ND,0.379,0.379,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,Chloroform,0.482,0.205,0.205,2.35,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,Chloromethane,ND,0.485,0.485,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,"Cis-1,2-Dichloroethene",ND,0.252,0.252,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,"cis-1,3-Dichloropropene",ND,0.221,0.221,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,Cyclohexane,0.834,0.291,0.291,2.87,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,Dibromochloromethane,ND,0.118,0.118,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,Dichlorodifluoromethane,0.456,0.202,0.202,2.25,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,Ethanol,280,E   2.66,2.66,527,5.01,5.01,2017-06-13T04:00:00Z,KCA,5
2437 PITKIN AVE,SV3,Ethyl acetate,0.413,0.278,0.278,1.49,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,Ethylbenzene,0.917,0.230,0.230,3.98,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,Heptane,2.59,0.244,0.244,10.6,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,Hexachlorobutadiene,ND,0.094,0.094,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,Hexane,10.3,0.284,0.284,36.3,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,Isopropylalcohol,1.63,0.407,0.407,4.00,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,Isopropylbenzene,ND,0.204,0.204,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,"m,p-Xylene",3.50,0.230,0.230,15.2,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,Methyl Ethyl Ketone,1.53,0.339,0.339,4.51,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,Methyl tert-butyl ether(MTBE),ND,0.278,0.278,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,Methylene Chloride,0.511,S  0.288,0.288,1.77,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,n-Butylbenzene,ND,0.182,0.182,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,o-Xylene,1.14,0.230,0.230,4.95,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,Propylene,2.49,0.581,0.581,4.28,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,sec-Butylbenzene,ND,0.182,0.182,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,Styrene,ND,0.235,0.235,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,Tetrachloroethene,0.127,0.037,0.037,0.86,0.25,0.25,2017-06-13T04:00:00Z,KCA,1
