street_address,sample_id,parameter,ppbv_result,ppbv_rl,ug_m3_result,ug_m3_rl,date_time,by,dilution
113 HAMILTON,SV-4,Trichloroethene,0.81799999999999995,3.6999999999999998E-2,4.3899999999999997,0.2,2018-01-23T05:00:00Z,KCA,1
113 HAMILTON,SV-4,Trichlorofluoromethane,0.311,0.17799999999999999,1.75,1,2018-01-23T05:00:00Z,KCA,1
113 HAMILTON,SV-4,Trichlorotrifluoroethane,ND,0.13100000000000001,ND,1,2018-01-23T05:00:00Z,KCA,1
113 HAMILTON,SV-4,Vinyl Chloride,ND,7.8E-2,ND,0.2,2018-01-23T05:00:00Z,KCA,1
113 HAMILTON,SV-4,% Bromofluorobenzene,103,%,103,%,2018-01-23T05:00:00Z,KCA,1
113 HAMILTON,SV-5,NA,"Collected by: Received by:
Analyzed by:",NA,NA,NA,NA,NA,NA
113 HAMILTON,SV-5,"1,1,1,2-Tetrachloroethane",ND,0.14599999999999999,ND,1,2018-01-23T05:00:00Z,KCA,1
113 HAMILTON,SV-5,"1,1,1-Trichloroethane",ND,0.183,ND,1,2018-01-23T05:00:00Z,KCA,1
113 HAMILTON,SV-5,"1,1,2,2-Tetrachloroethane",ND,0.14599999999999999,ND,1,2018-01-23T05:00:00Z,KCA,1
113 HAMILTON,SV-5,"1,1,2-Trichloroethane",ND,0.183,ND,1,2018-01-23T05:00:00Z,KCA,1
113 HAMILTON,SV-5,"1,1-Dichloroethane",ND,0.247,ND,1,2018-01-23T05:00:00Z,KCA,1
113 HAMILTON,SV-5,"1,1-Dichloroethene",ND,5.0999999999999997E-2,ND,0.2,2018-01-23T05:00:00Z,KCA,1
113 HAMILTON,SV-5,"1,2,4-Trichlorobenzene",ND,0.13500000000000001,ND,1,2018-01-23T05:00:00Z,KCA,1
113 HAMILTON,SV-5,"1,2,4-Trimethylbenzene",3.25,0.20399999999999999,16,1,2018-01-23T05:00:00Z,KCA,1
113 HAMILTON,SV-5,"1,2-Dibromoethane(EDB)",ND,0.13,ND,1,2018-01-23T05:00:00Z,KCA,1
113 HAMILTON,SV-5,"1,2-Dichlorobenzene",ND,0.16600000000000001,ND,1,2018-01-23T05:00:00Z,KCA,1
113 HAMILTON,SV-5,"1,2-Dichloroethane",ND,0.247,ND,1,2018-01-23T05:00:00Z,KCA,1
113 HAMILTON,SV-5,"1,2-dichloropropane",ND,0.217,ND,1,2018-01-23T05:00:00Z,KCA,1
